doc_id,date,published_year,published_month,source,fraud_tags,fraud_signals,title,url,body_1,body_short,body_length
4831d0f95b914f,2025-06-18,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Is it health insurance or a medical discount plan?,https://consumer.ftc.gov/consumer-alerts/2025/06/it-health-insurance-or-medical-discount-plan,"Looking for health insurance? Make sure that’s what you’re really getting. Some dishonest marketers make it sound like they’re selling health insurance — when you’re really just getting a discount plan. Here’s what to know. Scammers might lie and make you think you’re getting health insurance or make it seem like a medical discount plan offers the same coverage as health insurance but for a much lower price. They might also make it seem like the medical discount plan they’re selling is widely accepted by many medical providers when, in fact, it might not be. If you’re looking for health insurance, make sure that is what you’re buying: Don’t decide on the spot. Get details in writing before you sign up. Scammers might try to pressure you to sign up quickly to get a supposed special deal. That pressure to act fast is a sign of a scam. Confirm the details of the plan. Is it health insurance or a medical discount plan? Call your health care providers — and others on the plan’s list — to find out. But call before you enroll or pay any fees. Search online for the name of the company and plan with the words “complaint,” “scam,” or “fraud.” Read reviews and see what others have to say. Read Spot Health Insurance Scams to learn more.","Looking for health insurance? Make sure that’s what you’re really getting. Some dishonest marketers make it sound like they’re selling health insurance — when you’re really just getting a discount plan. Here’s what to know. Scammers might lie and make you think you’re getting health insurance or make it seem like a medical discount plan offers the same coverage as health insurance but for a much lower price. They might also make it seem like the medical discount plan they’re selling is widely accepted by many medical providers when, in fact, it might not be. If you’re looking for health insurance, make sure that is what you’re buying: Don’t decide on the spot. Get details in writing before you sign up. Scammers might try to pressure you to sign up quickly to get a supposed special deal. That pressure to act fast is a sign of a scam. Confirm the details of the plan. Is it health insurance or a medical discount plan? Call your health care providers — and others on the plan’s list — to fi",1244
18076622e48425,2025-06-16,2025,6,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Using your GI Bill for college this fall? Get real help and avoid scams,https://consumer.ftc.gov/consumer-alerts/2025/06/using-your-gi-bill-college-fall-get-real-help-avoid-scams,"Are you hanging up the dog tags to start college this fall? Not all schools tell the whole truth about how your GI Bill benefits will cover your tuition and fees. Learn where to get real answers and make sure your GI Bill benefits don’t get wasted by mistake. Whether it’s you, your spouse, or your kids using your GI Bill benefits for school, research is key — especially as you’re getting ready to enroll. Some schools might tell you to take out student loans to cover costs before your education benefits pay out (but that’s not how education benefits work). Other schools say your benefits will cover all your fees (but you end up needing to apply for loans just to cover tuition). If you don’t want a surprise bill after classes have started, get help figuring out your benefits and avoid scams before you enroll: Start with the VA. The Department of Veterans Affairs (VA) manages your education benefits . Use their site first to check your eligibility, research schools you’re considering, and apply for your benefits. Need more help? The VA has accredited professionals to help you — for free. Use the GI Bill Comparison Tool . This VA resource will show you how your benefits pay out at approved schools — and where to contact the school’s certifying official if you have questions. Sign up for the Military Consumer blog and get the latest on spotting and avoiding scams. You’ll find articles to help you avoid scams while paying for school . Share what you learn with friends and family. If you’re enrolled in a school that’s not living up to its promises, report it to the FTC at ReportFraud.ftc.gov and your state attorney general’s office . Image Search Terms military Scams Student Loan and Education Scams","Are you hanging up the dog tags to start college this fall? Not all schools tell the whole truth about how your GI Bill benefits will cover your tuition and fees. Learn where to get real answers and make sure your GI Bill benefits don’t get wasted by mistake. Whether it’s you, your spouse, or your kids using your GI Bill benefits for school, research is key — especially as you’re getting ready to enroll. Some schools might tell you to take out student loans to cover costs before your education benefits pay out (but that’s not how education benefits work). Other schools say your benefits will cover all your fees (but you end up needing to apply for loans just to cover tuition). If you don’t want a surprise bill after classes have started, get help figuring out your benefits and avoid scams before you enroll: Start with the VA. The Department of Veterans Affairs (VA) manages your education benefits . Use their site first to check your eligibility, research schools you’re considering, and",1721
509d10b326d0cd,2025-06-13,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""crypto_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Scammers posing as SPCA and animal welfare staff,https://consumer.ftc.gov/consumer-alerts/2025/06/scammers-posing-spca-animal-welfare-staff,"Are you the parent of a fur baby? Then you know how tough it is when your cat, dog, or other adorable pet is sick, in pain, or injured. You’d do anything for them. Scammers are using that feeling to steal your hard-earned money. Here’s how the scam works. You get a call or text from someone who says they’re a staff member at the local SPCA or another animal shelter. They tell you that your pet was hit by a car, and you need to pay $500 right away to save them. Conveniently, they tell you exactly how to pay. If you’re at home with your pet, you’ll know right away that it’s a scam. If you aren’t at home and you’re worried, here are some steps to help stop the scammers in their tracks. Call the shelter yourself. Look up the phone number of the shelter the person says they’re calling from. Call them yourself to see if Boots, Rascal, or Thor is there. Listen to how they tell you to pay. Scammers will insist you can only pay with cash, a gift card , a wire transfer , cryptocurrency , or a payment app . Those are ways that get scammers the money quickly…and make it hard for you to get it back. Report the scam. If you encounter this, a different version of a pet scam (like fake pet ads ), or any other kind of scam, fraud, or bad practice, tell the FTC at ReportFraud.ftc.gov . And if you wound up sending money to a scammer, here’s what to do next . Scams Avoiding and Reporting Scams Business Impersonators","Are you the parent of a fur baby? Then you know how tough it is when your cat, dog, or other adorable pet is sick, in pain, or injured. You’d do anything for them. Scammers are using that feeling to steal your hard-earned money. Here’s how the scam works. You get a call or text from someone who says they’re a staff member at the local SPCA or another animal shelter. They tell you that your pet was hit by a car, and you need to pay $500 right away to save them. Conveniently, they tell you exactly how to pay. If you’re at home with your pet, you’ll know right away that it’s a scam. If you aren’t at home and you’re worried, here are some steps to help stop the scammers in their tracks. Call the shelter yourself. Look up the phone number of the shelter the person says they’re calling from. Call them yourself to see if Boots, Rascal, or Thor is there. Listen to how they tell you to pay. Scammers will insist you can only pay with cash, a gift card , a wire transfer , cryptocurrency , or a pa",1419
a044b5dca37a0b,2025-06-12,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""crypto_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Did a new online friend ask for money? Odds are it’s a scam,https://consumer.ftc.gov/consumer-alerts/2025/06/did-new-online-friend-ask-money-odds-are-its-scam,"Social media can be a great way to connect with new friends, but it’s a different story when someone approaches you to be friends and then asks for money. That’s no friend — that’s a scammer. Scammers create fake profiles and pretend to be someone they’re not — maybe a businessperson, servicemember, or member of an international organization, with profile details that seems to support their story. They try to become your friend, and as you start trusting them, they have explanations for why they can’t meet in person. And then, eventually, they ask you for money — maybe to finally travel to see you or to help them out of a crisis. When they ask for money, these scammers will often tell you how to send it. People report that scammers told them to wire money through a company like Western Union or MoneyGram, send the numbers on gift cards , use a payment app , or send cryptocurrency . If you’re ever in a situation like this: Talk to your friends or family about your new online relationship . See what they say about the person. Search online for information about this person and their story, plus the word “scammer.” Have other people posted similar stories? Do a reverse image search of the person’s profile picture. Is it associated with another name or with details that don’t match up? Don’t send money to someone you’ve never met in person. If that person asks for money, no matter how friendly the online relationship seems, it’s probably a scam. If you think someone you met on social media is a scammer, cut ties. Tell the social media platform, and then tell the FTC at ReportFraud.ftc.gov . Scams Avoiding and Reporting Scams Scams Against Older Adults Romance Scams","Social media can be a great way to connect with new friends, but it’s a different story when someone approaches you to be friends and then asks for money. That’s no friend — that’s a scammer. Scammers create fake profiles and pretend to be someone they’re not — maybe a businessperson, servicemember, or member of an international organization, with profile details that seems to support their story. They try to become your friend, and as you start trusting them, they have explanations for why they can’t meet in person. And then, eventually, they ask you for money — maybe to finally travel to see you or to help them out of a crisis. When they ask for money, these scammers will often tell you how to send it. People report that scammers told them to wire money through a company like Western Union or MoneyGram, send the numbers on gift cards , use a payment app , or send cryptocurrency . If you’re ever in a situation like this: Talk to your friends or family about your new online relationshi",1689
0d8811e62074a4,2025-06-11,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",College students: Avoid scammers while you job hunt,https://consumer.ftc.gov/consumer-alerts/2025/05/college-students-avoid-scammers-while-you-job-hunt,"Whether you’re a college student looking for full time or summer work, having a job lined up is a great feeling. What’s not so great? All those scammers hitting you up with fake job opportunities online and on your phone. So, how can you spot and avoid job scams? First, know that scammers post ads for fake jobs (say, for personal assistants) on job sites and social media. But sometimes they text you unexpectedly, saying they’re a recruiter for a company. If they then tell you to reply with financial information or ask you to pay for things like starter kits, training, or certifications to get the job, it’s a scam. Also, you might get emails that look like they’re from someone you know, like a professor or an office at your college. But if you reply and they want to give you a check to deposit…and then ask you to send some of that money to another account, you know you’re dealing with a scammer . To help you avoid job scams like these: Look up the name of the company or person who’s hiring you , plus the words “scam,” “review,” or “complaint.” See what others are saying . Reach out directly. If the email looks like it came from a professor or an office at your college, check with them directly. Confirm that they’re really looking to hire someone for this position. Just don’t use the email or number they used to contact you. Never pay anyone to get a job . Anyone who asks you to pay to get a job is a scammer. And if anyone tells you to deposit a check and use some of the money for any reason, that’s a scam. Learn more at ftc.gov/jobscams . And report job scams to the FTC at ReportFraud.ftc.gov .","Whether you’re a college student looking for full time or summer work, having a job lined up is a great feeling. What’s not so great? All those scammers hitting you up with fake job opportunities online and on your phone. So, how can you spot and avoid job scams? First, know that scammers post ads for fake jobs (say, for personal assistants) on job sites and social media. But sometimes they text you unexpectedly, saying they’re a recruiter for a company. If they then tell you to reply with financial information or ask you to pay for things like starter kits, training, or certifications to get the job, it’s a scam. Also, you might get emails that look like they’re from someone you know, like a professor or an office at your college. But if you reply and they want to give you a check to deposit…and then ask you to send some of that money to another account, you know you’re dealing with a scammer . To help you avoid job scams like these: Look up the name of the company or person who’s hir",1620
fc3dc81c6f1f8c,2025-06-10,2025,6,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Seeking treatment for addiction? Some things to know before you search,https://consumer.ftc.gov/consumer-alerts/2025/06/seeking-treatment-addiction-some-things-know-you-search,"The FTC is cracking down on companies that attempt to manipulate or deceive people seeking treatment for addiction. For those who need it, getting quick and accurate information on addiction treatment might be life-saving. But quick and accurate information is not, the FTC alleges, what people got from Evoke Wellness (“Evoke”). In a settlement announced today, the FTC argues that Evoke ran Google search ads that impersonated specific treatment centers people searched for online. When people called the phone number shown in the ad, the FTC alleges they were diverted to Evoke’s call center — where representatives would pretend to be the treatment center people searched for while trying to redirect them to an Evoke treatment center instead. If you’re searching for treatment (or anything else) online, make sure you’re dealing with the real thing: Know that the first two or three search results you see might be ads a company paid to place based on the search terms you used. These paid or “sponsored” ads may or may not be what you’re looking for. Don't assume a phone number that comes up in search results belongs to a legitimate business or the company you searched. Scroll to the unpaid search results to help make sure you have the right website or contact info. Go directly to a company or organization’s website to find accurate contact information. Type a company’s website address directly into your browser if you know it. See a misleading ad? Tell the FTC: ReportFraud.ftc.gov .","The FTC is cracking down on companies that attempt to manipulate or deceive people seeking treatment for addiction. For those who need it, getting quick and accurate information on addiction treatment might be life-saving. But quick and accurate information is not, the FTC alleges, what people got from Evoke Wellness (“Evoke”). In a settlement announced today, the FTC argues that Evoke ran Google search ads that impersonated specific treatment centers people searched for online. When people called the phone number shown in the ad, the FTC alleges they were diverted to Evoke’s call center — where representatives would pretend to be the treatment center people searched for while trying to redirect them to an Evoke treatment center instead. If you’re searching for treatment (or anything else) online, make sure you’re dealing with the real thing: Know that the first two or three search results you see might be ads a company paid to place based on the search terms you used. These paid or “s",1498
8658a11c62503f,2025-06-10,2025,6,FTC Consumer Advice - Consumer Alerts,"[""identity_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Protecting your personal information: Which documents to keep and which to shred,https://consumer.ftc.gov/consumer-alerts/2025/06/protecting-your-personal-information-which-documents-keep-which-shred,"When it comes to protecting your identity, you might think about keeping usernames to yourself, using strong passwords, and reviewing your statements. That’s all great. But it’s also important to think about what you do with documents or digital files that contain your financial information. So, let’s look at what you should keep and lock up, and what you should shred or delete. Keep for a Year Bank statements Pay stubs Undisputed medical bills Credit card and utility bills Deposited checks If you can access these documents electronically, consider shredding your paper copies. Keep for at Least Three Years Income tax returns Tax-related documents, like canceled checks, receipts, W-2s, and 1099s Records related to selling a home In some cases, the IRS recommends keeping tax returns and tax-related documents for longer than three years. If you can access these documents electronically, consider shredding your paper copies. Keep While You Own The title to your vehicle The title or deed to your home Documents related to mortgage or vehicle loans Home improvement receipts Rental agreements and leases Sales receipts and warranty information for major appliances Keep Forever And lock up: Birth certificate or adoption papers Social Security cards Valid passports and citizenship or residency papers Marriage licenses and divorce decrees Military records Wills, living wills, powers of attorney, and retirement and pension plans Death certificates of family members Vital health records (especially those that pre-date electronic health records) Shred ATM receipts Offers of credit or insurance Cleared checks (after 14 days) Credit reports Prescription information for medicines you no longer take Expired warranties Expired credit cards, driver’s licenses, and other forms of identification When it’s time to dispose of documents with your personal or financial information, shred them. If you don’t have a shredder, look for a local shred day in your community. Find out what else you can do to protect yourself from identity theft . Image","When it comes to protecting your identity, you might think about keeping usernames to yourself, using strong passwords, and reviewing your statements. That’s all great. But it’s also important to think about what you do with documents or digital files that contain your financial information. So, let’s look at what you should keep and lock up, and what you should shred or delete. Keep for a Year Bank statements Pay stubs Undisputed medical bills Credit card and utility bills Deposited checks If you can access these documents electronically, consider shredding your paper copies. Keep for at Least Three Years Income tax returns Tax-related documents, like canceled checks, receipts, W-2s, and 1099s Records related to selling a home In some cases, the IRS recommends keeping tax returns and tax-related documents for longer than three years. If you can access these documents electronically, consider shredding your paper copies. Keep While You Own The title to your vehicle The title or deed to",2053
c3fe45444c6d17,2025-06-09,2025,6,FTC Consumer Advice - Consumer Alerts,"[""other""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Successfully scoring summer concert tickets,https://consumer.ftc.gov/consumer-alerts/2025/06/successfully-scoring-summer-concert-tickets,"To paraphrase Taylor Swift, buying concert tickets shouldn’t feel like a bear attack. But for many people hoping to see their favorite artist, sports team, or theatrical cast live, scoring tickets before they sell out can seem impossible. Why? Sometimes there just aren’t enough tickets available for everyone who wants to go. But sometimes, you might be competing with people who break the rules. To give everyone a chance, ticket issuers often limit the number of tickets a person can buy to one event. But some buyers hide their identities to get around issuers’ security and purchasing rules. They might mask their real IP address, use multiple accounts, or use software programs (sometimes called “bots”). Their goal? Buy lots of tickets at face value they can resell for a profit. The FTC has previously brought several cases against ticket brokers that hid IP addresses or used fake accounts to violate online ticket purchasing rules. And a recent White House Executive Order called on the FTC to protect fans by vigorously enforcing online ticket sale laws. Learn more about online ticket sales . And if you think a ticket broker isn’t playing by the rules, report it to the FTC at ReportFraud.ftc.gov . Image","To paraphrase Taylor Swift, buying concert tickets shouldn’t feel like a bear attack. But for many people hoping to see their favorite artist, sports team, or theatrical cast live, scoring tickets before they sell out can seem impossible. Why? Sometimes there just aren’t enough tickets available for everyone who wants to go. But sometimes, you might be competing with people who break the rules. To give everyone a chance, ticket issuers often limit the number of tickets a person can buy to one event. But some buyers hide their identities to get around issuers’ security and purchasing rules. They might mask their real IP address, use multiple accounts, or use software programs (sometimes called “bots”). Their goal? Buy lots of tickets at face value they can resell for a profit. The FTC has previously brought several cases against ticket brokers that hid IP addresses or used fake accounts to violate online ticket purchasing rules. And a recent White House Executive Order called on the FTC",1217
cf4b990e990817,2025-06-06,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Student loan scammers won’t offer relief,https://consumer.ftc.gov/consumer-alerts/2025/06/student-loan-scammers-wont-offer-relief,"Paying off student loan debt takes time. That’s why getting a call from someone who says they can help you get your loans forgiven now (for a fee) might sound appealing. Is it really relief or just a scam? It’s illegal for anyone to charge fees before they help you or to pretend they’re affiliated with the Department of Education. For example, the FTC settled a case against Panda Benefit Services (also doing business as Prosperity Benefit Services) and its affiliated companies and operators for allegedly using these tactics to trick consumers into paying hundreds to thousands of dollars in illegal upfront fees — to the tune of more than $16.7 million. The FTC charged that instead of helping people manage their student loan debts, the defendants pocketed the money and left people deeper in debt. Thanks to the FTC’s action, these companies are now banned from the debt relief industry. To get real help with federal student loan repayment, always start at StudentAid.gov and remember: Don’t pay upfront for student loan debt relief. It’s illegal for companies to charge you before they help. Only scammers will do that. Don’t share personal or financial information , like your Federal Student Aid ID number. The Department of Education won’t ask you for that information, but a scammer would. They might use that information to get into your account and steal your identity. Don’t rush. Scammers say you need to act fast or risk missing qualifying repayment plans, loan consolidation, or loan forgiveness programs. But check it out before you sign anything. Report student loan debt relief scams to the FTC at ReportFraud.ftc.gov and tell your state attorney general , too. Learn more at ftc.gov/StudentLoans . Search Terms scam","Paying off student loan debt takes time. That’s why getting a call from someone who says they can help you get your loans forgiven now (for a fee) might sound appealing. Is it really relief or just a scam? It’s illegal for anyone to charge fees before they help you or to pretend they’re affiliated with the Department of Education. For example, the FTC settled a case against Panda Benefit Services (also doing business as Prosperity Benefit Services) and its affiliated companies and operators for allegedly using these tactics to trick consumers into paying hundreds to thousands of dollars in illegal upfront fees — to the tune of more than $16.7 million. The FTC charged that instead of helping people manage their student loan debts, the defendants pocketed the money and left people deeper in debt. Thanks to the FTC’s action, these companies are now banned from the debt relief industry. To get real help with federal student loan repayment, always start at StudentAid.gov and remember: Don’t",1739
3f271d6c9869b5,2025-06-05,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""drug_trafficking""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Are you looking for treatment for opioid addiction or dependence? Avoid a search scam,https://consumer.ftc.gov/consumer-alerts/2025/06/are-you-looking-treatment-opioid-addiction-or-dependence-avoid-search-scam,"When you’re looking to contact a business, you’re probably used to going to Google (or some other search engine) and searching for it online. That can also be true if you or someone you care about is looking for a clinic that treats substance use disorders. Unfortunately, some dishonest businesses are taking advantage. Here’s what to know. Your top search results online are often paid ads. But dishonest businesses sometimes use those paid ads to impersonate other treatment centers — using another center’s name to make you think you’re contacting them when the number really belongs to the dishonest business. When you call, they may not tell you clearly who they are and may redirect you to treatment that might not be close to home or what you’re looking for. If you’re searching for treatment (or anything else) online, make sure you’re dealing with the real thing: Know that the first two or three search results you see might be ads a company paid to place based on the search terms you used. These paid or “sponsored” ads may or may not be what you’re looking for. Don't assume a phone number that comes up in search results belongs to a legitimate business or the company you searched . Scroll to the unpaid search results to help make sure you have the right website or contact info. Go directly to a company or organization’s website to find accurate contact information. Type a company’s website address directly into your browser if you know it. To get real help near you, start at FindTreatment.gov . And if you spot a dishonest business, tell the FTC at ReportFraud.ftc.gov . (View or share the YouTube version of this video.) Search Terms scam","When you’re looking to contact a business, you’re probably used to going to Google (or some other search engine) and searching for it online. That can also be true if you or someone you care about is looking for a clinic that treats substance use disorders. Unfortunately, some dishonest businesses are taking advantage. Here’s what to know. Your top search results online are often paid ads. But dishonest businesses sometimes use those paid ads to impersonate other treatment centers — using another center’s name to make you think you’re contacting them when the number really belongs to the dishonest business. When you call, they may not tell you clearly who they are and may redirect you to treatment that might not be close to home or what you’re looking for. If you’re searching for treatment (or anything else) online, make sure you’re dealing with the real thing: Know that the first two or three search results you see might be ads a company paid to place based on the search terms you use",1662
6ecd61727912b0,2025-06-04,2025,6,FTC Consumer Advice - Consumer Alerts,"[""cybercrime""]","{""urls"": [], ""domains"": [], ""emails"": [""reportphishing@apwg.org""], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Protect yourself from phishing scams,https://consumer.ftc.gov/consumer-alerts/2025/04/protect-yourself-phishing-scams,"Do you feel like you’re getting more emails from strangers than messages from people you actually know? These unexpected messages are often phishing scams trying to steal your money and personal information. FTC data shows that email was the top method scammers used to contact people in 2024. To help you avoid these scams, here’s what to know. Scammers send phishing emails pretending to be companies you might know and trust — like a bank or utility company. Their goal: get you to click links or open attachments. They might say there’s an overdue invoice, or that you need to confirm your credit card or bank account number to fix a problem. These are scams. Not only is the scammer trying to steal your money, but if you give them information like your Social Security number or date of birth, they could try to steal your identity . To help protect yourself from phishing scams: Don’t click links or download attachments in unexpected messages. If you think the message could be legit, contact the company or bank using a phone number, email, or website you know is real. Use filters. Popular email providers (like Gmail or Yahoo Mail) have strong spam filters turned on by default. But if any spam gets into your inbox, mark it as spam or junk . Protect your accounts by using two-factor authentication . Requiring two or more credentials to log in makes it harder for scammers to get into your account, even if they get your username and password. If you got a phishing message: Forward phishing emails to the Anti-Phishing Working Group at reportphishing@apwg.org . Report the phishing attempt to the FTC at ReportFraud.ftc.gov . Then, once you’ve checked it out and reported it, delete the message.","Do you feel like you’re getting more emails from strangers than messages from people you actually know? These unexpected messages are often phishing scams trying to steal your money and personal information. FTC data shows that email was the top method scammers used to contact people in 2024. To help you avoid these scams, here’s what to know. Scammers send phishing emails pretending to be companies you might know and trust — like a bank or utility company. Their goal: get you to click links or open attachments. They might say there’s an overdue invoice, or that you need to confirm your credit card or bank account number to fix a problem. These are scams. Not only is the scammer trying to steal your money, but if you give them information like your Social Security number or date of birth, they could try to steal your identity . To help protect yourself from phishing scams: Don’t click links or download attachments in unexpected messages. If you think the message could be legit, contact",1709
20f48facd74b01,2025-06-03,2025,6,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}","This hurricane season, prepare to avoid the scams",https://consumer.ftc.gov/consumer-alerts/2025/05/hurricane-season-prepare-avoid-scams,"Weather forecasters are predicting an above-average hurricane season this year. When it comes to planning for a possible weather emergency, the more you know — and the earlier you know it — the better prepared you’ll be to avoid weather-related scams and fraud. Kick start your to do list so you’re ready for whatever hurricanes or other big storms the summer throws at us — all while avoiding scams. Here are some steps to start with. Check your insurance policy to make sure it’s current. Find out what’s covered — and what isn’t. Do a household inventory . Make a list of your physical possessions and document them with photos or a video. Keep key documents safe, but accessible . Use a lockable fireproof box to gather important documents, so they’re ready to go if you have to leave quickly. Include things like your household inventory list, Social Security and health insurance cards, copies of deeds, titles, wills, passports, birth and marriage certificates. Include some cash, since ATMs or banks may be closed, and an extra set of keys for your house and car. Check out home repair contractors before you need one. Ask people you know and trust for recommendations. Then search online for the company’s name with words like “scam” or “complaint.” Confirm the contractor has the required licenses and that they’re insured. Then add their contacts in your phone or lock box. And, while you’re at it, save DisasterAssistance.gov to help you find local help in a disaster. Stay in the know. Bookmark ftc.gov/WeatherEmergencies so you always know how to avoid a scam while you prepare for or recover from a weather emergency. You’ll find ways to help you spot, avoid, and report scams as you prepare for, deal with, and recover from extreme weather and natural disasters. (View or share the YouTube version of this video.) Search Terms scam","Weather forecasters are predicting an above-average hurricane season this year. When it comes to planning for a possible weather emergency, the more you know — and the earlier you know it — the better prepared you’ll be to avoid weather-related scams and fraud. Kick start your to do list so you’re ready for whatever hurricanes or other big storms the summer throws at us — all while avoiding scams. Here are some steps to start with. Check your insurance policy to make sure it’s current. Find out what’s covered — and what isn’t. Do a household inventory . Make a list of your physical possessions and document them with photos or a video. Keep key documents safe, but accessible . Use a lockable fireproof box to gather important documents, so they’re ready to go if you have to leave quickly. Include things like your household inventory list, Social Security and health insurance cards, copies of deeds, titles, wills, passports, birth and marriage certificates. Include some cash, since ATMs o",1847
2dffecb68b47e5,2025-05-28,2025,5,FTC Consumer Advice - Consumer Alerts,"[""consumer_fraud"", ""crypto_fraud""]","{""urls"": [], ""domains"": [], ""emails"": [], ""phones"": [], ""ip_addresses"": [], ""crypto_wallets"": []}",Can you spot an investment scam on social media?,https://consumer.ftc.gov/consumer-alerts/2025/05/can-you-spot-investment-scam-social-media,"Can you spot an investment scam if it comes from an actual friend’s page on social media? If someone you know is suddenly posting bank account screenshots, claiming they can teach you to make money quickly with little to no risk, it’s likely an investment scam . Keep scrolling to learn how to recognize the signs. An old friend announces they’ve become an online investment guru. They fill your newsfeed with reels about their foolproof method of earning big money. Here’s one way the scam plays out: You comment on your “friend’s” post, and they direct message you, explaining the process but with few details. They might guarantee big returns and say it’s a limited time offer. They say to just send a few hundred dollars — maybe using cryptocurrency or a payment app like Venmo, Cash App, or PayPal — to get started. Then, poof! Your “friend” blocks you and your “investment” is gone. Turns out, that was a scammer who took over your friend’s account to get their followers (like you) to “invest” your hard-earned money. If someone asks you to invest money in a situation like this, it could be a scam. Brush up on these ways to avoid investment scams before you respond: Slow down . Resist the pressure to click links or send money before you think it over. Scammers want you to act now and think later. Do some research. Look up the name of the company or program with words like “review,” “scam,” “fraud,” or “complaint.” See what others are saying. Then, go to Investor.gov for legit advice. Know the risk. There are no guaranteed returns — and no investments without risks. Scammers want you to think their opportunity is risk-free, but it’s not. If you still think it’s a scam, do your real friend a solid. Send a quick email or text in case their account has been hacked . If you spot an investment scam on your timeline, report it to the FTC at ReportFraud.ftc.gov and the SEC at sec.gov/tcr . Search Terms scam","Can you spot an investment scam if it comes from an actual friend’s page on social media? If someone you know is suddenly posting bank account screenshots, claiming they can teach you to make money quickly with little to no risk, it’s likely an investment scam . Keep scrolling to learn how to recognize the signs. An old friend announces they’ve become an online investment guru. They fill your newsfeed with reels about their foolproof method of earning big money. Here’s one way the scam plays out: You comment on your “friend’s” post, and they direct message you, explaining the process but with few details. They might guarantee big returns and say it’s a limited time offer. They say to just send a few hundred dollars — maybe using cryptocurrency or a payment app like Venmo, Cash App, or PayPal — to get started. Then, poof! Your “friend” blocks you and your “investment” is gone. Turns out, that was a scammer who took over your friend’s account to get their followers (like you) to “invest”",1923
